patient,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
71e09cd11d743964f1abf442c34f2c9d_0.npy,6.02681779861,1.61999857426,1.40026378632,2.79030275345,1.52424228191,0.399707049131,0.334462970495,0.674817919731,0.745967745781,0.896774172783,0.5521235466,0.0598635040224,0.341303259134,0.0940737426281,0.142857142857,0.0,1.90049469471,0.714285714286
74b68f9442209bace31aa62027fbb79a_0.npy,8.17468833923,1.69367873669,1.48904871941,3.0449783802,2.19061040878,0.415450811386,0.354224205017,0.81804472208,0.114285714924,0.782467544079,0.444444447756,0.32464838028,0.295815587044,0.115921728313,0.111111111111,0.0555555555556,1.80598068237,0.111111111111
f029c73f6f8753e7447c4e9f22e917ad_0.npy,8.37158584595,1.70200717449,1.44600689411,2.74037218094,2.7971997261,0.49076500535,0.38218319416,0.666283607483,0.859030842781,0.665480434895,0.750988125801,0.0662244930863,0.306672543287,0.176144078374,0.05,0.0,1.5846221447,0.05
b1184cbc6dfa46734807211f95f3c998_0.npy,7.20099925995,1.42524135113,1.30547583103,2.70616698265,2.38435459137,0.331965833902,0.316509753466,0.709122896194,0.83246076107,0.115942031145,0.894039750099,0.257632613182,0.262242823839,0.240842685103,0.166666666667,0.0,1.65021181107,0.25
b769e3486463214cf631bf7ab6655801_0.npy,7.76940774918,1.70446169376,1.57119190693,2.85852885246,1.39386475086,0.360083341599,0.335508525372,0.61635529995,0.723618090153,0.118518516421,0.380733937025,0.201677620411,0.290573865175,0.153755381703,0.105263157895,0.0,2.07288265228,0.894736842105
f2ca85bb9ae82a3d79b9f321f727ac19_1.npy,13.1890163422,3.01176476479,3.45305347443,4.33150148392,3.7527961731,0.774450302124,0.869188845158,1.18884932995,0.624505937099,0.801801800728,0.216393440962,0.291430205107,0.227471798658,0.246726498008,0.0322580645161,0.0645161290323,1.3265427351,0.0322580645161
0d941a3ad6c889ac451caf89c46cb92a_0.npy,5.32090377808,1.45398950577,1.15700984001,1.54077267647,1.52865004539,0.351785600185,0.270489513874,0.220425993204,0.839195966721,0.873015880585,0.328025490046,0.211245879531,0.109746403992,0.196320414543,0.0625,0.0,1.13930606842,0.0625
de04fbf5e6c2389f0d039398bdcda971_0.npy,8.08422470093,1.45897853374,1.18810796738,2.7773411274,1.81230401993,0.268963962793,0.213050574064,0.610567569733,0.868852436543,0.293150693178,0.668918907642,0.225926712155,0.33537247777,0.153114721179,0.0833333333333,0.0,1.71472263336,0.277777777778
20c73e37fc89e007ae5b242480830860_0.npy,9.85259914398,2.23374867439,2.00334334373,3.55637812614,2.83688378334,0.662527143955,0.542091906071,1.08279168606,0.383177578449,0.22661870718,0.376033067703,0.262987434864,0.340697526932,0.122595869005,0.0344827586207,0.0,2.29348278046,0.0344827586207
45f4141cfe3f110f9db4e1e113d15684_0.npy,6.04272460938,1.72773349285,1.4632537365,2.88581943512,1.78249788284,0.452202916145,0.372585564852,0.85369348526,0.128514051437,0.22878228128,0.553435087204,0.300013720989,0.304002553225,0.189088776708,0.0869565217391,0.0,1.9527463913,0.260869565217
83463d2951670b7e8c3efd7594a13e10_0.npy,16.0900630951,2.46881651878,1.98753738403,3.96423792839,3.89772033691,0.537868738174,0.456634819508,0.957803547382,0.22932331264,0.802469134331,0.671924293041,0.224915206432,0.35499548912,0.22093296051,0.0408163265306,0.0,1.30326700211,0.326530612245
de4d3724030397e71d2ac2ab16df5fba_0.npy,6.80482006073,1.799716115,1.65114927292,2.88097977638,1.70934808254,0.478127896786,0.414813131094,0.812476694584,0.5,0.908045947552,0.702380955219,0.155686840415,0.323123961687,0.180439919233,0.0740740740741,0.0,2.22245645523,0.222222222222
a34714908825a61a229bf1457c21ff1f_0.npy,8.54610729218,2.01703763008,2.03149533272,3.27769303322,2.02065229416,0.455170243979,0.419819653034,0.805631697178,0.744769871235,0.330000013113,0.101910829544,0.240745559335,0.30247220397,0.230112627149,0.02,0.0,2.02696704865,0.02
9f52323d216f89d300612cfac0122d8b_1.npy,17.0467910767,2.29567360878,1.92923808098,3.94243979454,2.24401402473,0.277567923069,0.17991310358,0.29056635499,0.624000012875,0.397626101971,0.217821776867,0.0607473514974,0.0494259111583,0.0448844842613,0.2,0.0,3.66138505936,0.2
79eb6f0a80841d6618968362dfb1f57f_0.npy,9.88660526276,2.12967801094,2.08174490929,3.44764709473,3.14557886124,0.576281011105,0.452431052923,0.670477867126,0.555555582047,0.216828480363,0.113879002631,0.13698707521,0.322252333164,0.210474491119,0.105263157895,0.0,2.48895645142,0.105263157895
c98675ecb5bdc7eb35c69d730da05df1_0.npy,6.497133255,1.8063762188,1.68181025982,3.10684108734,0.805576443672,0.320721447468,0.276642948389,0.516793429852,0.169312164187,0.874015748501,0.554263591766,0.0657280534506,0.0626020804048,0.0723514258862,0.111111111111,0.0,2.77982282639,0.111111111111
b53d997901eb880c41fbfbc82847204c_testsg1.npy,6.69487476349,1.73337602615,1.49170231819,2.75443696976,1.85886764526,0.44013479352,0.364250361919,0.706208944321,0.137931033969,0.193732187152,0.667832195759,0.19158886373,0.374598056078,0.139169767499,0.04,0.0,1.53901934624,0.54
3c5a0fc6890a1f84211cf8a75c1b83c4_0.npy,7.25757646561,1.61485171318,1.61297237873,2.88894510269,1.79200577736,0.375378221273,0.321267426014,0.693870007992,0.382775127888,0.771863102913,0.5,0.266155451536,0.161255866289,0.142421081662,0.0285714285714,0.0,2.18381953239,0.0285714285714
990fbe3f0a1b53878669967b9afd1441_0.npy,6.67885255814,1.27169692516,1.0814460516,2.56174635887,1.96341240406,0.287380039692,0.227448955178,0.646441459656,0.133333340287,0.220338985324,0.444444447756,0.264307260513,0.282997071743,0.106599777937,0.4,0.0,1.50997948647,0.4
0de72529c30fe642bc60dcb75c87f6bd_0.npy,2.34754419327,0.690669715405,0.614701867104,1.16284000874,0.554754078388,0.110055334866,0.0945931226015,0.225232005119,0.848341226578,0.116363637149,0.337078660727,5.96046447754e-08,7.45058059692e-09,0.153603717685,0.2,0.0,0.893845200539,0.2
5518b27f000e34cf2db5a362f4fac613_0.npy,10.2761859894,2.51829957962,1.91316711903,3.05683207512,2.35885429382,0.494651138783,0.414855539799,0.629758834839,0.271356791258,0.886925816536,0.555921077728,0.272415459156,0.266982376575,0.224546983838,0.02,0.0,1.68700683117,0.02
e6214ef879c6d01ae598161e50e23c0c_0.npy,6.57366132736,1.10356247425,0.945823132992,2.38198542595,1.26745665073,0.168188378215,0.137252703309,0.439934104681,0.163265302777,0.881040871143,0.618834078312,0.293973982334,0.277158558369,0.223908811808,0.03125,0.0,0.948682367802,0.03125
d2a17180c72ce7e5e9cb3870ba7991d2_0.npy,8.93717765808,2.08473563194,2.07011961937,3.39996576309,2.22633361816,0.432036280632,0.437625944614,0.792999863625,0.61643832922,0.328075706959,0.0896358564496,0.271656304598,0.338720023632,0.221774548292,0.111111111111,0.0,1.77254247665,0.481481481481
35105d801880bd889bac5ee3771ed38b_0.npy,4.87154102325,1.43361413479,1.26401758194,2.80274415016,1.01168215275,0.233350619674,0.20857860148,0.514840781689,0.847619056702,0.333333343267,0.376518219709,0.266347706318,0.329134643078,0.140409633517,0.02,0.0,1.20859718323,0.02
7ae953bb9e0356d2990ee6655c8bd168_0.npy,7.53732633591,1.87180709839,1.54863095284,2.85618805885,2.20674157143,0.467211157084,0.364362984896,0.773365855217,0.256302535534,0.330158740282,0.498023718596,0.235466986895,0.139239922166,0.150910228491,0.125,0.0,1.56022012234,0.125
0ddeb08e9c97227853422bd71a2a695e_0.npy,3.44650673866,1.12860000134,1.01406419277,2.09347176552,0.726648688316,0.176658287644,0.151802539825,0.364741772413,0.228136882186,0.092219017446,0.444078952074,0.264466673136,0.320999711752,0.156896948814,0.0833333333333,0.0,1.16099631786,0.791666666667
e314fd13809db0132443b924401d828b_testsg1.npy,17.1373157501,2.36014056206,2.22961497307,4.05054044724,3.97200298309,0.60578584671,0.550037562847,1.03158736229,0.380090504885,0.77338129282,0.893687725067,0.199822232127,0.235207587481,0.31188210845,0.02,0.0,1.4683021307,0.02
934f01786c3bdf8eeaf7d8411a3a8f82_0.npy,6.60804891586,1.51424479485,1.42899978161,2.33203220367,1.38053119183,0.294790029526,0.25513073802,0.447401463985,0.858407080173,0.334482759237,0.110726647079,0.130479514599,0.251366883516,0.207019194961,0.0217391304348,0.0217391304348,1.03320169449,0.0217391304348
14afefc82d992018c485949285d20c03_0.npy,6.27863883972,1.42721676826,1.40442895889,2.59104371071,1.27057123184,0.303178846836,0.28297829628,0.63361042738,0.22932331264,0.101265825331,0.443262398243,0.202541843057,0.242626518011,0.107770949602,0.142857142857,0.0,1.99583268166,0.857142857143
e6f4757b8f315f31559c5c256cb8dead_0.npy,11.2235736847,2.71503090858,2.8592145443,4.24874448776,1.36204826832,0.251154392958,0.297362565994,0.479845166206,0.130081295967,0.296969711781,0.664150953293,0.241044849157,0.280767589808,0.12488912046,0.02,0.0,2.92357873917,0.02
dbfbc12c7a943a2dc0e34bfd4a636bca_1.npy,8.12901878357,2.28940463066,1.90357065201,3.42572021484,2.31948828697,0.576336503029,0.43141746521,0.851407706738,0.377510040998,0.216828480363,0.225925922394,0.158647567034,0.231122940779,0.130153253675,0.0555555555556,0.0,2.46345162392,0.0555555555556
b8793dbd40de88c0de0913abbaab0fe7_testsg1.npy,5.99048614502,1.72027397156,1.48973238468,3.15251684189,1.34935188293,0.353675454855,0.307685732841,0.704028904438,0.853881299496,0.331081092358,0.3290322721,0.236945837736,0.341916590929,0.207725986838,0.02,0.0,1.35993647575,0.02
