,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
e8ec84f7b36c66d9258b06951c75d06f_testsg2.npy,15.6187934875,2.22192883492,1.69569897652,3.96017932892,5.67310237885,0.65908575058,0.476811498404,1.20855772495,0.269607841969,0.891525447369,0.884476542473,0.249103814363,0.288364261389,0.226311072707,0.111111111111,0.0,1.33810305595,0.166666666667
ee7d43a9c214c33d1ca97b6e8b62dfed_testsg2.npy,7.22049665451,1.61146497726,1.39863526821,2.81185650826,1.76380646229,0.324917495251,0.275687843561,0.668305873871,0.146788984537,0.895081996918,0.255319148302,0.282666146755,0.249208241701,0.223022058606,0.0243902439024,0.0,1.11436033249,0.0243902439024
a77b5a7654310f555e04a046711b81b6_testsg2.npy,12.0120916367,2.24641776085,2.07551836967,3.62206363678,2.49556922913,0.541157901287,0.488609850407,0.897862613201,0.377682417631,0.785256385803,0.895765483379,0.228333309293,0.339080750942,0.154262766242,0.0217391304348,0.0,1.15107679367,0.0217391304348
e55cc41f046bdcf6d38274d3891fee90_testsg2.npy,8.3654127121,2.52877998352,2.50336647034,3.8384077549,2.36268162727,0.633305251598,0.625893294811,1.03808045387,0.861471831799,0.199376940727,0.216129034758,0.220552414656,0.277637153864,0.206728368998,0.02,0.0,1.42755138874,0.02
385558bb252ebdfa36176dd595b3c740_testsg2.npy,7.53169298172,1.35569369793,1.28407883644,2.70804023743,1.57876455784,0.295172959566,0.258575558662,0.623407244682,0.730769217014,0.116788320243,0.118518516421,0.274442851543,0.336523681879,0.230167046189,0.0222222222222,0.0,1.01268935204,0.0222222222222
92b29d369f39c5fd179bfa7ba367b675_testsg2.npy,6.89070320129,1.75838291645,1.53405678272,2.83292984962,1.52894413471,0.291548192501,0.248284354806,0.543998718262,0.259911894798,0.903903901577,0.555944085121,0.247333273292,0.269648462534,0.241810888052,0.02,0.0,1.32811141014,0.02
4d7c36fb4b7009d4a90fc5b6ba4609c7_testsg2.npy,10.7370176315,2.20034050941,1.89288401604,3.45841765404,2.72512674332,0.608896076679,0.535631775856,0.936624526978,0.871999979019,0.218954250216,0.774074077606,0.242930337787,0.347975045443,0.195916846395,0.111111111111,0.0,2.4955766201,0.481481481481
5883fb71691a1e32cde05d26578e9abc_testsg2.npy,9.04413509369,1.2917290926,1.1750459671,2.52584314346,1.50280749798,0.181465908885,0.160347566009,0.411280781031,0.170212760568,0.115107916296,0.217105269432,0.241901189089,0.315177589655,0.125951439142,0.02,0.0,1.24022197723,0.02
dd3059f9f7293654b627ea5f124c59b9_testsg2.npy,8.52271175385,1.83389735222,1.59341847897,3.18433523178,2.5898566246,0.43207603693,0.359302431345,0.963906824589,0.736111104488,0.331125825644,0.330158740282,0.200543180108,0.284003347158,0.149177119136,0.02,0.0,1.46880102158,0.02
a5b143d441469513096dabf6ca913197_testsg2.npy,17.8899326324,3.20849514008,3.19781899452,4.75529193878,6.84595251083,1.10317730904,1.09163105488,1.69462227821,0.66015625,0.216560512781,0.255230128765,0.210084453225,0.214285567403,0.138816908002,0.0384615384615,0.0,2.24511671066,0.0384615384615
5d669e1f9abdff1a282b924c828a9b0a_testsg2.npy,14.8222131729,2.49232888222,2.3549387455,4.31747627258,4.61966323853,0.635282695293,0.55143892765,1.21152579784,0.737327218056,0.553505539894,0.379746824503,0.222009330988,0.197039693594,0.254575848579,0.02,0.0,2.36448717117,0.02
7e7a302d89e7f88ae6d6da9ce0914d3e_testsg2.npy,3.53210759163,0.902008771896,0.773652255535,1.50389480591,0.807226061821,0.127696305513,0.105783902109,0.23708589375,0.828877031803,0.748031497002,0.141592919827,0.194471612573,0.294313311577,0.162982702255,0.0277777777778,0.0,0.876164972782,0.0277777777778
3927bf095799b557c7e05c3c569b70c6_testsg2.npy,19.98188591,3.08504843712,4.13792181015,4.61968755722,5.99285364151,1.03281736374,1.16369795799,1.49166250229,0.497409313917,0.333333343267,0.332179933786,0.177286714315,0.259335070848,0.153662607074,0.0217391304348,0.0,2.53288769722,0.0217391304348
a3f2886393c9c08419f2b139fed32293_testsg2.npy,11.1385955811,2.13864684105,2.2877831459,3.42973613739,2.18984127045,0.410922527313,0.455104112625,0.797607839108,0.497560977936,0.22878228128,0.121212124825,0.235474318266,0.271341353655,0.166455447674,0.02,0.0,1.70644664764,0.02
5d1dd71ccc0e5c54726daa38e0ec353c_testsg2.npy,6.8601732254,2.022346735,2.05405521393,3.24167728424,1.36215794086,0.360305398703,0.366531193256,0.652333259583,0.620087325573,0.108474574983,0.444043308496,0.199665158987,0.288115471601,0.205571711063,0.02,0.0,1.36034429073,0.02
30d4b625a0901a6963e5fd7521aa6cfe_testsg2.npy,4.92823457718,1.57256233692,1.29872941971,2.81239557266,1.03231549263,0.273517042398,0.220908939838,0.54328840971,0.618181824684,0.89225590229,0.555555582047,0.256582468748,0.310876101255,0.143433079123,0.02,0.0,1.07181406021,0.02
f58388838d2f94a19988f2990fa7de8a_testsg2.npy,14.7645969391,2.32289791107,1.80197477341,4.00712871552,5.20672941208,0.708651483059,0.566877484322,1.32530224323,0.860869586468,0.22260273993,0.733944952488,0.221437528729,0.318803220987,0.174152523279,0.133333333333,0.0,2.65621757507,0.6
7533462c0cc84608626f64247af52c4f_testsg2.npy,19.2544021606,2.8081305027,2.35096383095,4.29773759842,5.09199428558,0.634322583675,0.561428666115,1.10447227955,0.618604660034,0.444816052914,0.557432413101,0.233263462782,0.237635761499,0.234471365809,0.02,0.0,1.64388418198,0.02
22de96dca2a824e804b6769b48be0b3c_testsg2.npy,4.69933128357,1.2319637537,1.11179172993,2.36642718315,0.793554365635,0.173661366105,0.145594671369,0.386704564095,0.261061936617,0.217532470822,0.122137404978,0.282674908638,0.280640661716,0.168926104903,0.02,0.0,1.04269087315,0.02
